country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Scotland,,2021-02-09,998435.0,985569.0,12866.0,58056.0,48631.0,18.28,18.04,0.24,8901.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2021-02-10,1061942.0,1048747.0,13195.0,63507.0,51223.0,19.44,19.2,0.24,9376.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2021-02-11,1127191.0,1113625.0,13566.0,65249.0,53593.0,20.63,20.38,0.25,9810.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2021-02-12,1187454.0,1173445.0,14009.0,60263.0,55814.0,21.74,21.48,0.26,10216.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2021-02-13,1238055.0,1223774.0,14281.0,50601.0,55458.0,22.66,22.4,0.26,10151.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2021-02-14,1269691.0,1255190.0,14501.0,31636.0,56025.0,23.24,22.97,0.27,10255.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2021-02-15,1305141.0,1288004.0,17137.0,35450.0,52109.0,23.89,23.58,0.31,9538.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2021-02-16,1340483.0,1320074.0,20409.0,35342.0,48864.0,24.54,24.16,0.37,8944.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2021-02-17,1379135.0,1354966.0,24169.0,38652.0,45313.0,25.24,24.8,0.44,8294.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2021-02-18,1415167.0,1386152.0,29015.0,36032.0,41139.0,25.9,25.37,0.53,7530.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2021-02-19,1446116.0,1412643.0,33473.0,30949.0,36952.0,26.47,25.86,0.61,6764.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2021-02-20,1467421.0,1431942.0,35479.0,21305.0,32767.0,26.86,26.21,0.65,5998.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2021-02-21,1482830.0,1445488.0,37342.0,15409.0,30448.0,27.14,26.46,0.68,5573.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2021-02-22,1508444.0,1465241.0,43203.0,25614.0,29043.0,27.61,26.82,0.79,5316.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2021-02-23,1538198.0,1488077.0,50121.0,29754.0,28245.0,28.16,27.24,0.92,5170.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2021-02-24,1572641.0,1515980.0,56661.0,34443.0,27644.0,28.79,27.75,1.04,5060.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2021-02-25,1608269.0,1542929.0,65340.0,35628.0,27586.0,29.44,28.24,1.2,5049.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2021-02-26,1642331.0,1570153.0,72178.0,34062.0,28031.0,30.06,28.74,1.32,5131.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2021-02-27,1670207.0,1593695.0,76512.0,27876.0,28969.0,30.57,29.17,1.4,5302.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2021-02-28,1690443.0,1611578.0,78865.0,20236.0,29659.0,30.94,29.5,1.44,5429.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Scotland,,2021-03-01,1718806.0,1634361.0,84445.0,28363.0,30052.0,31.46,29.92,1.55,5501.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Senegal,SEN,2021-02-22,0.0,0.0,,,,0.0,0.0,,,Sinopharm/Beijing,Ministry of Health,https://twitter.com/MinisteredelaS1/status/1366714148025950210
Senegal,SEN,2021-02-23,82.0,82.0,,82.0,82.0,0.0,0.0,,5.0,Sinopharm/Beijing,Ministry of Health,https://twitter.com/MinisteredelaS1/status/1366714148025950210
Senegal,SEN,2021-02-24,4087.0,4087.0,,4005.0,2044.0,0.02,0.02,,122.0,Sinopharm/Beijing,Ministry of Health,https://twitter.com/MinisteredelaS1/status/1366714148025950210
Senegal,SEN,2021-02-25,11749.0,11749.0,,7662.0,3916.0,0.07,0.07,,234.0,Sinopharm/Beijing,Ministry of Health,https://twitter.com/MinisteredelaS1/status/1366714148025950210
Senegal,SEN,2021-02-26,21641.0,21641.0,,9892.0,5410.0,0.13,0.13,,323.0,Sinopharm/Beijing,Ministry of Health,https://twitter.com/MinisteredelaS1/status/1366714148025950210
Senegal,SEN,2021-02-27,25653.0,25653.0,,4012.0,5131.0,0.15,0.15,,306.0,Sinopharm/Beijing,Ministry of Health,https://twitter.com/MinisteredelaS1/status/1366714148025950210
Senegal,SEN,2021-02-28,27018.0,27018.0,,1365.0,4503.0,0.16,0.16,,269.0,Sinopharm/Beijing,Ministry of Health,https://twitter.com/MinisteredelaS1/status/1366714148025950210
Senegal,SEN,2021-03-01,35299.0,35299.0,,8281.0,5043.0,0.21,0.21,,301.0,Sinopharm/Beijing,Ministry of Health,https://twitter.com/MinisteredelaS1/status/1366714148025950210
Serbia,SRB,2021-01-08,7000.0,7000.0,,,,0.1,0.1,,,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4279039/korona-srbija-podaci-zarazeni#shortStory-122262
Serbia,SRB,2021-01-09,,,,,1150.0,,,,169.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4279039/korona-srbija-podaci-zarazeni#shortStory-122262
Serbia,SRB,2021-01-10,9300.0,9300.0,,,1150.0,0.14,0.14,,169.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4279039/korona-srbija-podaci-zarazeni#shortStory-122262
Serbia,SRB,2021-01-11,,,,,1503.0,,,,221.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4279039/korona-srbija-podaci-zarazeni#shortStory-122262
Serbia,SRB,2021-01-12,,,,,1680.0,,,,247.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4279039/korona-srbija-podaci-zarazeni#shortStory-122262
Serbia,SRB,2021-01-13,,,,,1785.0,,,,262.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4279039/korona-srbija-podaci-zarazeni#shortStory-122262
Serbia,SRB,2021-01-14,18136.0,18136.0,,,1856.0,0.27,0.27,,273.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4279039/korona-srbija-podaci-zarazeni#shortStory-122262
Serbia,SRB,2021-01-15,,,,,2221.0,,,,326.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4279039/korona-srbija-podaci-zarazeni#shortStory-122262
Serbia,SRB,2021-01-16,,,,,2687.0,,,,395.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4279039/korona-srbija-podaci-zarazeni#shortStory-122262
Serbia,SRB,2021-01-17,,,,,3153.0,,,,463.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4279039/korona-srbija-podaci-zarazeni#shortStory-122262
Serbia,SRB,2021-01-18,,,,,3468.0,,,,510.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4279039/korona-srbija-podaci-zarazeni#shortStory-122262
Serbia,SRB,2021-01-19,,,,,3783.0,,,,556.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4279039/korona-srbija-podaci-zarazeni#shortStory-122262
Serbia,SRB,2021-01-20,44611.0,44611.0,,,4098.0,0.66,0.66,,602.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4279039/korona-srbija-podaci-zarazeni#shortStory-122262
Serbia,SRB,2021-01-21,84832.0,84832.0,,40221.0,9528.0,1.25,1.25,,1400.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4279039/korona-srbija-podaci-zarazeni#shortStory-122262
Serbia,SRB,2021-01-22,119711.0,119711.0,,34879.0,13880.0,1.76,1.76,,2040.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4279039/korona-srbija-podaci-zarazeni#shortStory-122262
Serbia,SRB,2021-01-23,163355.0,163355.0,,43644.0,19485.0,2.4,2.4,,2864.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4279039/korona-srbija-podaci-zarazeni#shortStory-122262
Serbia,SRB,2021-01-24,217800.0,217800.0,,54445.0,26632.0,3.2,3.2,,3914.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4279039/korona-srbija-podaci-zarazeni#shortStory-122262
Serbia,SRB,2021-01-25,256521.0,256521.0,,38721.0,31534.0,3.77,3.77,,4634.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4279039/korona-srbija-podaci-zarazeni#shortStory-122262
Serbia,SRB,2021-01-26,319504.0,319504.0,,62983.0,39901.0,4.7,4.7,,5864.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4279039/korona-srbija-podaci-zarazeni#shortStory-122262
Serbia,SRB,2021-01-27,361830.0,361830.0,,42326.0,45317.0,5.32,5.32,,6660.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4279039/korona-srbija-podaci-zarazeni#shortStory-122262
Serbia,SRB,2021-01-28,401556.0,401556.0,,39726.0,45246.0,5.9,5.9,,6649.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4279039/korona-srbija-podaci-zarazeni#shortStory-122262
Serbia,SRB,2021-01-29,430759.0,430759.0,,29203.0,44435.0,6.33,6.33,,6530.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4279039/korona-srbija-podaci-zarazeni#shortStory-122262
Serbia,SRB,2021-01-30,437380.0,437380.0,,6621.0,39146.0,6.43,6.43,,5753.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4279039/korona-srbija-podaci-zarazeni#shortStory-122262
Serbia,SRB,2021-01-31,,,,,34158.0,,,,5020.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4279039/korona-srbija-podaci-zarazeni#shortStory-122262
Serbia,SRB,2021-02-01,,,,,31416.0,,,,4617.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4279039/korona-srbija-podaci-zarazeni#shortStory-122262
Serbia,SRB,2021-02-02,495964.0,495964.0,,,25209.0,7.29,7.29,,3705.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4279039/korona-srbija-podaci-zarazeni#shortStory-122262
Serbia,SRB,2021-02-03,513652.0,513652.0,,17688.0,21689.0,7.55,7.55,,3187.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4279039/korona-srbija-podaci-zarazeni#shortStory-122262
Serbia,SRB,2021-02-04,526930.0,526930.0,,13278.0,17911.0,7.74,7.74,,2632.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4279039/korona-srbija-podaci-zarazeni#shortStory-122262
Serbia,SRB,2021-02-05,538373.0,538373.0,,11443.0,15373.0,7.91,7.91,,2259.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4279039/korona-srbija-podaci-zarazeni#shortStory-122262
Serbia,SRB,2021-02-06,,,,,14844.0,,,,2181.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4279039/korona-srbija-podaci-zarazeni#shortStory-122262
Serbia,SRB,2021-02-07,544209.0,544209.0,,,12472.0,8.0,8.0,,1833.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4279039/korona-srbija-podaci-zarazeni#shortStory-122262
Serbia,SRB,2021-02-08,,,,,14258.0,,,,2095.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4279039/korona-srbija-podaci-zarazeni#shortStory-122262
Serbia,SRB,2021-02-09,,,,,16044.0,,,,2358.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4279039/korona-srbija-podaci-zarazeni#shortStory-122262
Serbia,SRB,2021-02-10,640299.0,592634.0,47665.0,,18092.0,9.41,8.71,0.7,2659.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4279039/korona-srbija-podaci-zarazeni#shortStory-122262
Serbia,SRB,2021-02-11,,,,,30195.0,,,,4437.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4279039/korona-srbija-podaci-zarazeni#shortStory-122262
Serbia,SRB,2021-02-12,836287.0,710138.0,126149.0,,42559.0,12.29,10.44,1.85,6254.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4279039/korona-srbija-podaci-zarazeni#shortStory-122262
Serbia,SRB,2021-02-13,,,,,52908.0,,,,7775.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4279039/korona-srbija-podaci-zarazeni#shortStory-122262
Serbia,SRB,2021-02-14,987000.0,805000.0,182000.0,,63256.0,14.5,11.83,2.67,9296.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4279039/korona-srbija-podaci-zarazeni#shortStory-122262
Serbia,SRB,2021-02-15,,,,,63654.0,,,,9355.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4279039/korona-srbija-podaci-zarazeni#shortStory-122262
Serbia,SRB,2021-02-16,,,,,64051.0,,,,9413.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4279039/korona-srbija-podaci-zarazeni#shortStory-122262
Serbia,SRB,2021-02-17,,,,,64449.0,,,,9471.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4279039/korona-srbija-podaci-zarazeni#shortStory-122262
Serbia,SRB,2021-02-18,,,,,55424.0,,,,8145.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4279039/korona-srbija-podaci-zarazeni#shortStory-122262
Serbia,SRB,2021-02-19,,,,,46398.0,,,,6819.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4279039/korona-srbija-podaci-zarazeni#shortStory-122262
Serbia,SRB,2021-02-20,,,,,40606.0,,,,5967.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4279039/korona-srbija-podaci-zarazeni#shortStory-122262
Serbia,SRB,2021-02-21,,,,,34814.0,,,,5116.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4279039/korona-srbija-podaci-zarazeni#shortStory-122262
Serbia,SRB,2021-02-22,,,,,34814.0,,,,5116.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4279039/korona-srbija-podaci-zarazeni#shortStory-122262
Serbia,SRB,2021-02-23,1300330.0,827561.0,472769.0,,34814.0,19.11,12.16,6.95,5116.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4279039/korona-srbija-podaci-zarazeni#shortStory-122262
Serbia,SRB,2021-02-24,1343718.0,856359.0,487359.0,43388.0,36039.0,19.75,12.59,7.16,5296.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4279039/korona-srbija-podaci-zarazeni#shortStory-122262
Serbia,SRB,2021-02-25,1375872.0,878143.0,497729.0,32154.0,35659.0,20.22,12.91,7.31,5240.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4279039/korona-srbija-podaci-zarazeni#shortStory-122262
Serbia,SRB,2021-02-26,1393086.0,886086.0,507000.0,17214.0,33145.0,20.47,13.02,7.45,4871.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4279039/korona-srbija-podaci-zarazeni#shortStory-122262
